epoch,step,train_explained_var_uniform_epoch,train_explained_var_uniform_step,train_explained_var_weighted_epoch,train_explained_var_weighted_step,train_loss_epoch,train_loss_step,train_mse_epoch,train_mse_step,val_explained_var_uniform,val_explained_var_weighted,val_loss,val_mse
3,1149,,0.20697630941867828,,-6.66185951558873e-05,,0.04306800663471222,,0.214377760887146,,,,
3,1199,,0.1986447274684906,,-7.087006088113412e-05,,0.04328570514917374,,0.21704864501953125,,,,
3,1227,,,,,,,,,0.20644181966781616,-5.123236057613667e-09,0.04301435127854347,0.21474912762641907
3,1227,-0.03548108786344528,,-0.004277996718883514,,0.044018249958753586,,0.22007407248020172,,,,,
4,1249,,0.2193295657634735,,-1.1400079529266804e-05,,0.04254267364740372,,0.2136199176311493,,,,
4,1299,,0.20032918453216553,,-1.0127146197191905e-05,,0.042650241404771805,,0.21390856802463531,,,,
4,1349,,0.20832973718643188,,-9.134106221608818e-06,,0.042929667979478836,,0.21466566622257233,,,,
4,1399,,0.2176593393087387,,-1.8397684470983222e-05,,0.04338231682777405,,0.21508873999118805,,,,
4,1449,,0.19899633526802063,,-9.397159374202602e-06,,0.04216497018933296,,0.21330958604812622,,,,
4,1499,,0.2069934606552124,,-2.7908177798963152e-05,,0.04254009202122688,,0.2132580578327179,,,,
4,1534,,,,,,,,,0.20644181966781616,-5.153736104546169e-09,0.04299348592758179,0.21470774710178375
4,1534,0.20599384605884552,,-8.80428524396848e-06,,0.0429348349571228,,0.21470148861408234,,,,,
5,1549,,0.20199301838874817,,-1.1436733075242955e-05,,0.04339774698019028,,0.2167038768529892,,,,
5,1599,,0.20299841463565826,,-3.061697952944087e-06,,0.04331990331411362,,0.21590600907802582,,,,
5,1649,,0.20899620652198792,,-8.161932782968506e-06,,0.042501676827669144,,0.21222880482673645,,,,
5,1699,,0.20533256232738495,,-1.5738133924969588e-06,,0.042765162885189056,,0.21404175460338593,,,,
5,1749,,0.20733202993869781,,-2.8395606932463124e-06,,0.04305630549788475,,0.21579286456108093,,,,
5,1799,,0.20833177864551544,,-3.1443303214473417e-06,,0.04252144694328308,,0.21236789226531982,,,,
5,1841,,,,,,,,,0.20644181966781616,-5.153736104546169e-09,0.04297015070915222,0.21470774710178375
5,1841,0.20611877739429474,,-3.0143278308969457e-06,,0.04292235150933266,,0.2145836055278778,,,,,
6,1849,,0.21366636455059052,,-7.24603808066604e-07,,0.04269211366772652,,0.21350844204425812,,,,
6,1899,,0.20233304798603058,,-7.267848900482932e-07,,0.04236976429820061,,0.21391357481479645,,,,
6,1949,,0.20999832451343536,,-3.671276999739348e-06,,0.04263504222035408,,0.21390601992607117,,,,
6,1999,,0.21299999952316284,,-2.565511536545273e-08,,0.04276961833238602,,0.21302473545074463,,,,
6,2049,,0.2019999921321869,,-1.018686113241074e-08,,0.04331347718834877,,0.2163664996623993,,,,
6,2099,,0.20899999141693115,,3.597517395093064e-09,,0.042929742485284805,,0.21441532671451569,,,,
6,2148,,,,,,,,,0.20644181966781616,-5.159161098333698e-09,0.04289214685559273,0.21449138224124908
6,2148,0.20584675669670105,,-1.2887795719507267e-06,,0.04287121072411537,,0.2144523710012436,,,,,
7,2149,,0.20366665720939636,,1.915143599262592e-09,,0.043127551674842834,,0.214965358376503,,,,
7,2199,,0.21266666054725647,,-1.8142683799737824e-08,,0.04310230910778046,,0.21546484529972076,,,,
7,2249,,0.20600000023841858,,2.411155897164008e-08,,0.04285808280110359,,0.21520613133907318,,,,
7,2299,,0.2163333296775818,,-3.3130113763490954e-08,,0.04278067871928215,,0.21463803946971893,,,,
7,2349,,0.20600000023841858,,1.5646122619727976e-08,,0.043337009847164154,,0.21482247114181519,,,,
7,2399,,0.20533333718776703,,-4.2838372849018924e-09,,0.04272095113992691,,0.21332471072673798,,,,
7,2449,,0.21599999070167542,,1.1595902016381388e-09,,0.04286935552954674,,0.21428564190864563,,,,
7,2455,,,,,,,,,0.20644181966781616,-5.159161098333698e-09,0.042908135801553726,0.21449138224124908
7,2455,0.20597177743911743,,-9.610092277512194e-09,,0.042863547801971436,,0.2143690586090088,,,,,
8,2499,,0.2056666612625122,,-3.0170529186079875e-08,,0.04311659559607506,,0.2153954654932022,,,,
8,2549,,0.20933333039283752,,1.631356028042319e-08,,0.04258875921368599,,0.21360273659229279,,,,
8,2599,,0.20399999618530273,,-6.4327760895821484e-09,,0.04260106757283211,,0.21339377760887146,,,,
8,2649,,0.21299999952316284,,-4.2167130231973715e-08,,0.042837753891944885,,0.21361993253231049,,,,
8,2699,,0.21533332765102386,,2.8507489702178646e-09,,0.042661331593990326,,0.21396012604236603,,,,
8,2749,,0.20600000023841858,,-1.2812718885868435e-08,,0.04287945106625557,,0.21456502377986908,,,,
8,2762,,,,,,,,,0.20644181966781616,-5.159161098333698e-09,0.04292239993810654,0.21449138224124908
8,2762,0.20607750117778778,,-2.442850544071007e-08,,0.04286470264196396,,0.21436916291713715,,,,,
9,2799,,0.2019999921321869,,-2.211329430679143e-08,,0.04274909570813179,,0.21448010206222534,,,,
9,2849,,0.21133333444595337,,-2.3124664405571593e-09,,0.042377352714538574,,0.2129671573638916,,,,
9,2899,,0.2043333351612091,,8.425944386658557e-10,,0.04337778314948082,,0.21517598628997803,,,,
9,2949,,0.20033332705497742,,1.4239391887826969e-09,,0.043193984776735306,,0.21639558672904968,,,,
9,2999,,0.20600000023841858,,1.0438020225933542e-08,,0.04210773482918739,,0.21246547996997833,,,,
9,3049,,0.20999999344348907,,-5.495675026168101e-10,,0.04293761029839516,,0.21360741555690765,,,,
9,3069,,,,,,,,,0.20644181966781616,-5.159161098333698e-09,0.04287518560886383,0.21449138224124908
9,3069,0.2061004936695099,,-3.5952407273498466e-08,,0.042863450944423676,,0.21436916291713715,,,,,
10,3099,,0.2186666578054428,,-1.291094875455201e-08,,0.04288968816399574,,0.2139967828989029,,,,
10,3149,,0.2019999921321869,,2.5318044549749175e-08,,0.04334278404712677,,0.2163817137479782,,,,
10,3199,,0.21066667139530182,,-2.0077967732845536e-08,,0.043060120195150375,,0.21571055054664612,,,,
10,3249,,0.21699999272823334,,-1.4388826130584675e-08,,0.04280545935034752,,0.2150617092847824,,,,
10,3299,,0.1966666579246521,,-5.772138322868159e-09,,0.042834650725126266,,0.21301639080047607,,,,
10,3349,,0.19766665995121002,,-4.108392293034058e-09,,0.04323955252766609,,0.21516095101833344,,,,
10,3376,,,,,,,,,0.20644181966781616,-5.159161098333698e-09,0.042865458875894547,0.21449138224124908
10,3376,0.20610687136650085,,-1.4622138166942023e-07,,0.04287596046924591,,0.21436916291713715,,,,,
11,3399,,0.2070000022649765,,-3.172269913420678e-08,,0.042507603764534,,0.21335892379283905,,,,
11,3449,,0.2056666612625122,,-3.4337981347221103e-09,,0.042556777596473694,,0.21474646031856537,,,,
11,3499,,0.2070000022649765,,-2.1087164014943482e-08,,0.04270549491047859,,0.21431364119052887,,,,
11,3549,,0.20466665923595428,,-1.4398899850220914e-08,,0.042130157351493835,,0.21170493960380554,,,,
11,3599,,0.210999995470047,,-2.4683171062633846e-08,,0.04280835762619972,,0.21391214430332184,,,,
11,3649,,0.19499999284744263,,-1.4255746805247327e-08,,0.042510952800512314,,0.2129913717508316,,,,
11,3683,,,,,,,,,0.20644181966781616,-5.159161098333698e-09,0.04294389486312866,0.21449138224124908
11,3683,0.2060340791940689,,-2.284522793161159e-09,,0.042875587940216064,,0.21436916291713715,,,,,
12,3699,,0.2083333283662796,,-1.4272567128159608e-08,,0.04261236637830734,,0.21333764493465424,,,,
12,3749,,0.20466665923595428,,-2.5221991606372285e-08,,0.04278649017214775,,0.21497060358524323,,,,
12,3799,,0.210999995470047,,-2.4586791269598507e-08,,0.042904164642095566,,0.21414028108119965,,,,
12,3849,,0.21133333444595337,,1.4418329641330274e-08,,0.042692799121141434,,0.21257571876049042,,,,
12,3899,,0.21166665852069855,,2.2847528313718612e-08,,0.04250502213835716,,0.213960200548172,,,,
12,3949,,0.20666666328907013,,-4.888520699353194e-09,,0.042988747358322144,,0.21448461711406708,,,,
12,3990,,,,,,,,,0.20644181966781616,-5.852048179377789e-09,0.0429016649723053,0.21462099254131317
12,3990,0.20604993402957916,,-9.307722166340682e-07,,0.04286091774702072,,0.21437858045101166,,,,,
13,3999,,0.19931448996067047,,-8.316492312587798e-05,,0.04299969598650932,,0.2162581831216812,,,,
13,4049,,0.1393333226442337,,-4.215888083081154e-08,,0.042978815734386444,,0.2146180421113968,,,,
13,4099,,-6.643931271810288e-08,,-1.0874015288209193e-07,,0.043005939573049545,,0.21595314145088196,,,,
13,4149,,0.20166456699371338,,-4.946391982230125e-06,,0.04375838115811348,,0.2191927433013916,,,,
13,4199,,0.20266667008399963,,-8.884303070999522e-09,,0.04309484735131264,,0.2163514345884323,,,,
13,4249,,0.2056666612625122,,-1.906361823955649e-08,,0.04319281131029129,,0.2167949676513672,,,,
13,4297,,,,,,,,,0.20644181966781616,-5.087490873023626e-09,0.04363975301384926,0.2181386649608612
13,4297,0.14674444496631622,,-1.3413726264843717e-05,,0.043347135186195374,,0.21677924692630768,,,,,
14,4299,,0.2043333351612091,,-9.31904420298224e-09,,0.04331308975815773,,0.21946297585964203,,,,
14,4349,,0.2163333296775818,,3.5091822780941584e-09,,0.04379672184586525,,0.21924735605716705,,,,
14,4399,,0.19433332979679108,,1.4217347299450012e-09,,0.043726928532123566,,0.21798092126846313,,,,
14,4449,,0.2133333384990692,,-2.5086719368516697e-09,,0.04300051927566528,,0.21471518278121948,,,,
14,4499,,0.20233333110809326,,1.1589248671839414e-08,,0.04326041787862778,,0.21701273322105408,,,,
14,4549,,0.21133333444595337,,-3.2041967301665863e-08,,0.04336893558502197,,0.21597765386104584,,,,
14,4599,,0.21133333444595337,,-2.747412075621014e-09,,0.043331798166036606,,0.21682626008987427,,,,
14,4604,,,,,,,,,0.20644181966781616,-5.0829767062055e-09,0.043577998876571655,0.21812914311885834
14,4604,0.20609770715236664,,-2.582740243894932e-09,,0.043614186346530914,,0.21800506114959717,,,,,
15,4649,,0.2163333296775818,,1.6487248899466067e-08,,0.04379942640662193,,0.21931234002113342,,,,
15,4699,,0.21899962425231934,,-1.932741042764974e-06,,0.04364386945962906,,0.21734696626663208,,,,
15,4749,,0.17999999225139618,,2.712515545510996e-09,,0.04351101070642471,,0.2166118323802948,,,,
15,4799,,0.0043333363719284534,,9.303686709927206e-09,,0.04323729872703552,,0.2180386781692505,,,,
15,4849,,0.008333293721079826,,-1.6803338098725362e-07,,0.043538156896829605,,0.21850834786891937,,,,
15,4899,,0.0013333355309441686,,1.8082740638192263e-08,,0.043813556432724,,0.21837298572063446,,,,
15,4911,,,,,,,,,0.001961086643859744,-8.791658068219022e-09,0.043855734169483185,0.21895593404769897
15,4911,0.11998248100280762,,-1.3007197594561148e-06,,0.04367852956056595,,0.2183963805437088,,,,,
16,4949,,-9.373426337333512e-07,,-2.0393957811393193e-07,,0.0443197637796402,,0.220584437251091,,,,
16,4999,,0.20266667008399963,,-1.6380417022787697e-08,,0.04498349130153656,,0.22260881960391998,,,,
16,5049,,0.20266667008399963,,-1.1414549305754917e-09,,0.04423899203538895,,0.22053010761737823,,,,
16,5099,,0.2123333364725113,,-5.739500874568648e-09,,0.04425138235092163,,0.2219124734401703,,,,
16,5149,,0.20466665923595428,,-4.0832652814515313e-08,,0.04481997713446617,,0.2228727638721466,,,,
16,5199,,0.20600000023841858,,-1.74321534984756e-08,,0.04423236474394798,,0.22079288959503174,,,,
16,5218,,,,,,,,,0.20644181966781616,-5.307449146840781e-09,0.04453803971409798,0.22252853214740753
16,5218,0.16199469566345215,,-0.0001935352775035426,,0.04444151371717453,,0.22217297554016113,,,,,
17,5249,,0.19666650891304016,,-4.952005951963656e-07,,0.044262755662202835,,0.22193552553653717,,,,
17,5299,,0.2100002020597458,,1.906852844513196e-06,,0.044834766536951065,,0.22196492552757263,,,,
17,5349,,0.21766667068004608,,2.455013969893116e-08,,0.04378742352128029,,0.21972304582595825,,,,
17,5399,,0.19833333790302277,,1.2529010717798883e-08,,0.04427918791770935,,0.22134199738502502,,,,
17,5449,,0.20366665720939636,,1.2037864038916268e-08,,0.044584523886442184,,0.22348584234714508,,,,
17,5499,,0.19099999964237213,,-3.395970171737872e-09,,0.044608183205127716,,0.22337830066680908,,,,
17,5525,,,,,,,,,0.20633728802204132,-5.3194471050233005e-09,0.04455285891890526,0.22267048060894012
17,5525,0.20387542247772217,,-2.0563982161547756e-06,,0.044521935284137726,,0.22251427173614502,,,,,
18,5549,,0.21066667139530182,,-1.1353810336345305e-08,,0.045042071491479874,,0.22325357794761658,,,,
18,5599,,0.047666728496551514,,9.269630396602224e-08,,0.044599369168281555,,0.22143509984016418,,,,
18,5649,,0.03133333474397659,,-3.681155824608595e-09,,0.044542346149683,,0.22358374297618866,,,,
18,5699,,8.702278009309339e-09,,2.143862687375986e-08,,0.044333357363939285,,0.2223006635904312,,,,
18,5749,,-3.1789144649962964e-09,,-9.51195033849217e-09,,0.04497716203331947,,0.22496159374713898,,,,
18,5799,,2.1318594889407905e-08,,6.922029172073962e-08,,0.04458815976977348,,0.2235552966594696,,,,
18,5832,,,,,,,,,8.710662223165855e-05,-5.8106253142398145e-09,0.044930893927812576,0.22463469207286835
18,5832,0.05062540993094444,,-9.578204299032222e-06,,0.0446455292403698,,0.22320027649402618,,,,,
19,5849,,-1.1185805171010088e-08,,-2.6633326655201017e-08,,0.04521031677722931,,0.22624216973781586,,,,
19,5899,,-1.5993911972600472e-08,,-7.597233064871034e-08,,0.04508000612258911,,0.22532157599925995,,,,
19,5949,,-2.1353960164560704e-06,,-4.7326261665148195e-06,,0.04481026157736778,,0.22356227040290833,,,,
19,5999,,-3.6249675758881494e-05,,-0.00016124112880788743,,0.044618166983127594,,0.22355909645557404,,,,
19,6049,,0.207081601023674,,-0.0007980050286278129,,0.04992486536502838,,0.24788904190063477,,,,
19,6099,,0.17145538330078125,,-0.0014330509584397078,,0.04908813536167145,,0.24518144130706787,,,,
19,6139,,,,,,,,,0.20644181966781616,-5.706252359516384e-09,0.04946371540427208,0.24735751748085022
19,6139,-0.0607544369995594,,-0.0032674747053533792,,0.04672496020793915,,0.2336103320121765,,,,,
20,6149,,0.19752813875675201,,-0.0016840550815686584,,0.04947085678577423,,0.2478461116552353,,,,
20,6199,,0.19362862408161163,,-0.004011461045593023,,0.049289897084236145,,0.24649971723556519,,,,
20,6249,,0.1849355846643448,,-0.0018787262961268425,,0.04954500123858452,,0.24721252918243408,,,,
20,6299,,0.20243802666664124,,-0.0013056824682280421,,0.049459949135780334,,0.24633388221263885,,,,
20,6349,,0.20937229692935944,,-0.0013868475798517466,,0.04950082674622536,,0.24741943180561066,,,,
20,6399,,0.20674759149551392,,-0.0023171203210949898,,0.049505848437547684,,0.2465028464794159,,,,
20,6446,,,,,,,,,0.20644181966781616,-5.757166743336484e-09,0.04929707571864128,0.2463468611240387
20,6446,0.19733481109142303,,-0.00204454455524683,,0.0493328757584095,,0.24663034081459045,,,,,
21,6449,,0.20541349053382874,,-0.0012169714318588376,,0.04926486685872078,,0.24674752354621887,,,,
21,6499,,0.20767948031425476,,-0.001373611157760024,,0.04949205368757248,,0.24794450402259827,,,,
21,6549,,0.19922363758087158,,-0.00010519736679270864,,0.04932010918855667,,0.24661791324615479,,,,
21,6599,,0.1965668946504593,,-0.00011069541506003588,,0.04835667833685875,,0.24427945911884308,,,,
21,6649,,0.2023347169160843,,-0.00011199561413377523,,0.049464862793684006,,0.2458695024251938,,,,
21,6699,,0.18844087421894073,,-0.00010554196342127398,,0.04905397444963455,,0.24544797837734222,,,,
21,6749,,0.20046523213386536,,-9.160184708889574e-05,,0.04815390333533287,,0.2432907074689865,,,,
21,6753,,,,,,,,,0.20644181966781616,-5.8061262464548236e-09,0.0490756593644619,0.24548426270484924
21,6753,0.20390065014362335,,-0.00032617527176626027,,0.049106329679489136,,0.24557390809059143,,,,,
22,6799,,0.2129502296447754,,-8.838472422212362e-05,,0.048503030091524124,,0.24470548331737518,,,,
22,6849,,0.19378060102462769,,-9.4273840659298e-05,,0.049322884529829025,,0.2463568150997162,,,,
22,6899,,0.19983786344528198,,-7.063737575663254e-05,,0.048975784331560135,,0.24625715613365173,,,,
22,6949,,0.19171322882175446,,-0.00011445530253695324,,0.04897979274392128,,0.2450653314590454,,,,
22,6999,,0.20352579653263092,,-8.567477198084816e-05,,0.04930884391069412,,0.24654707312583923,,,,
22,7049,,0.18871654570102692,,-0.00010770760127343237,,0.04919647052884102,,0.24471746385097504,,,,
22,7060,,,,,,,,,0.20644181966781616,-5.814957848571112e-09,0.049122799187898636,0.24566704034805298
22,7060,0.20451046526432037,,-9.237424819730222e-05,,0.04909079149365425,,0.24549061059951782,,,,,
23,7099,,0.2001148909330368,,-0.00012100438470952213,,0.04894854500889778,,0.244526207447052,,,,
23,7149,,0.21499784290790558,,-1.361781301056908e-06,,0.04884769767522812,,0.2459975630044937,,,,
23,7199,,0.2099989354610443,,-1.045208682626253e-05,,0.04897880554199219,,0.2450268417596817,,,,
23,7249,,0.21598750352859497,,-7.287473636097275e-06,,0.049458496272563934,,0.2465459406375885,,,,
23,7299,,0.1909923106431961,,-1.1317115422571078e-05,,0.049539919942617416,,0.24676646292209625,,,,
23,7349,,0.21566227078437805,,-7.016465133347083e-06,,0.048642922192811966,,0.24403125047683716,,,,
23,7367,,,,,,,,,0.20644181966781616,-5.814957848571112e-09,0.049140866845846176,0.24566704034805298
23,7367,0.2052973359823227,,-2.8450866011553444e-05,,0.04911297559738159,,0.2455858439207077,,,,,
24,7399,,0.2159956842660904,,-6.349656814563787e-06,,0.049378421157598495,,0.24630017578601837,,,,
24,7449,,0.21498693525791168,,-2.5565441319486126e-05,,0.049328409135341644,,0.24750927090644836,,,,
24,7499,,0.21266518533229828,,-4.16446937379078e-06,,0.049382250756025314,,0.2451717108488083,,,,
24,7549,,0.20299912989139557,,-4.702484602603363e-06,,0.04879578575491905,,0.24462144076824188,,,,
24,7599,,0.2163318693637848,,-4.938162419421133e-06,,0.048480547964572906,,0.24451249837875366,,,,
24,7649,,0.1993321031332016,,-1.1963568340433994e-06,,0.04906991496682167,,0.2448444962501526,,,,
24,7674,,,,,,,,,0.20644181966781616,-5.727907037567093e-09,0.04903950169682503,0.24546684324741364
24,7674,0.20598620176315308,,-6.1570012803713325e-06,,0.04910732060670853,,0.24548670649528503,,,,,
25,7699,,0.2106637954711914,,-9.240317922376562e-06,,0.04867090284824371,,0.24451635777950287,,,,
25,7749,,0.20499975979328156,,-2.777009058263502e-06,,0.049252949655056,,0.24713106453418732,,,,
25,7799,,0.19900000095367432,,1.3872562654171361e-08,,0.04860027879476547,,0.24505123496055603,,,,
25,7849,,0.21033333241939545,,-1.1100327323987358e-09,,0.04891271889209747,,0.24343904852867126,,,,
25,7899,,0.2093319296836853,,-3.902576281689107e-06,,0.048940423876047134,,0.24501074850559235,,,,
25,7949,,0.20366665720939636,,1.436653818132072e-08,,0.048696283251047134,,0.24419242143630981,,,,
25,7981,,,,,,,,,0.20644181966781616,-5.727907037567093e-09,0.04908199980854988,0.24546684324741364
25,7981,0.20603495836257935,,-2.5285701212851563e-06,,0.04908093065023422,,0.24538180232048035,,,,,
26,7999,,0.2253333330154419,,1.4781651458406486e-09,,0.04902514070272446,,0.24511940777301788,,,,
26,8049,,0.20666666328907013,,-1.9997049349740337e-08,,0.04972674325108528,,0.24615803360939026,,,,
26,8099,,0.20266667008399963,,-8.142061247440324e-09,,0.048892490565776825,,0.24510784447193146,,,,
26,8149,,0.20600000023841858,,-2.858839831532123e-10,,0.04898306354880333,,0.24518807232379913,,,,
26,8199,,0.2136666625738144,,1.5812751996691077e-08,,0.0490751639008522,,0.24487634003162384,,,,
26,8249,,0.20533333718776703,,1.951867112381933e-09,,0.04895654320716858,,0.2458573430776596,,,,
26,8288,,,,,,,,,0.20644181966781616,-5.666729752107358e-09,0.049128323793411255,0.2455817610025406
26,8288,0.20599335432052612,,-2.72523698185978e-06,,0.04914316162467003,,0.24563057720661163,,,,,
27,8299,,0.21299999952316284,,-2.633526818840437e-08,,0.04929398372769356,,0.24750223755836487,,,,
27,8349,,0.19699999690055847,,-2.0141023071573727e-08,,0.04893209785223007,,0.24555176496505737,,,,
27,8399,,0.2029999941587448,,6.837817423388515e-09,,0.04889506846666336,,0.2461065948009491,,,,
27,8449,,0.20000000298023224,,6.637881355686659e-09,,0.04916691407561302,,0.2448062300682068,,,,
27,8499,,0.20100000500679016,,-2.662703391109744e-09,,0.04875338077545166,,0.24408137798309326,,,,
27,8549,,0.2019999921321869,,1.626267120968805e-08,,0.04959581792354584,,0.24667374789714813,,,,
27,8595,,,,,,,,,0.20644181966781616,-5.65926061568689e-09,0.04914267733693123,0.24569325149059296
27,8595,0.20557230710983276,,-1.3316475815372542e-06,,0.04913447052240372,,0.24558280408382416,,,,,
28,8599,,0.1993333250284195,,-3.586729491189544e-08,,0.048933032900094986,,0.2453332543373108,,,,
28,8649,,0.20133155584335327,,-5.928511200181674e-06,,0.049024973064661026,,0.24553483724594116,,,,
28,8699,,0.1939999908208847,,7.642068311497496e-09,,0.04866436868906021,,0.2445797175168991,,,,
28,8749,,0.18966665863990784,,-2.5105054035634566e-08,,0.04948072135448456,,0.24589017033576965,,,,
28,8799,,0.19699999690055847,,5.185481821712301e-09,,0.0492764487862587,,0.24447742104530334,,,,
28,8849,,0.17666666209697723,,-3.0182558674596294e-09,,0.048705559223890305,,0.24327538907527924,,,,
28,8899,,0.17366650700569153,,-6.845879170214175e-07,,0.049192484468221664,,0.24665889143943787,,,,
28,8902,,,,,,,,,0.18332330882549286,-5.643041589564746e-09,0.049063146114349365,0.24537380039691925
28,8902,0.1899435818195343,,-1.362694433737488e-06,,0.049081988632678986,,0.24538324773311615,,,,,
29,8949,,0.16466666758060455,,-1.953001671495258e-08,,0.049110472202301025,,0.24565242230892181,,,,
29,8999,,0.10799999535083771,,1.589845766147846e-08,,0.04948006570339203,,0.24495156109333038,,,,
29,9049,,0.13300000131130219,,-1.6551121362340382e-08,,0.04913831502199173,,0.2450215220451355,,,,
29,9099,,0.12033332884311676,,7.151693015572391e-09,,0.04900401830673218,,0.24600788950920105,,,,
29,9149,,0.09733333438634872,,-2.387140796145104e-08,,0.04916689917445183,,0.24620820581912994,,,,
29,9199,,0.0846666693687439,,8.54621440282699e-09,,0.049329619854688644,,0.24696506559848785,,,,
29,9209,,,,,,,,,0.09792904555797577,-5.8372080502522294e-09,0.049249228090047836,0.2464308738708496
29,9209,0.12822236120700836,,-2.303199607922579e-06,,0.04907707870006561,,0.2454008162021637,,,,,
30,9249,,0.05566325783729553,,-5.97825373915839e-06,,0.04958238825201988,,0.2487686574459076,,,,
30,9299,,0.20125141739845276,,-1.746070120134391e-05,,0.054778967052698135,,0.27234330773353577,,,,
30,9349,,0.21231791377067566,,-2.394514376646839e-05,,0.05490540340542793,,0.27302804589271545,,,,
30,9399,,0.20633329451084137,,-2.525715814272189e-08,,0.05390910804271698,,0.2694832980632782,,,,
30,9449,,0.21033333241939545,,5.950520076680732e-10,,0.05440415441989899,,0.27101778984069824,,,,
30,9499,,0.21833333373069763,,-3.142250903920285e-10,,0.05425246059894562,,0.2711034417152405,,,,
30,9516,,,,,,,,,0.20644180476665497,-4.967337208228173e-09,0.05436910316348076,0.2717811167240143
30,9516,0.17150820791721344,,-0.0001696907274890691,,0.053479887545108795,,0.26741698384284973,,,,,
31,9549,,0.22233332693576813,,-2.6473454539654995e-08,,0.054261259734630585,,0.2712536156177521,,,,
31,9599,,0.19933336973190308,,3.3066882565435662e-12,,0.05382465571165085,,0.27162110805511475,,,,
31,9649,,0.20333333313465118,,-2.520269504202588e-08,,0.05447095260024071,,0.27283215522766113,,,,
31,9699,,0.21066667139530182,,-1.7223516834974362e-08,,0.05446628853678703,,0.27156203985214233,,,,
31,9749,,0.21166665852069855,,-1.1495673746253487e-08,,0.0542379654943943,,0.2719479203224182,,,,
31,9799,,0.19633333384990692,,1.8033617266155488e-08,,0.0544339083135128,,0.2719695270061493,,,,
31,9823,,,,,,,,,0.20644180476665497,-4.967337208228173e-09,0.0543447807431221,0.2717811167240143
31,9823,0.2064005732536316,,-1.9080538038451778e-08,,0.05434133857488632,,0.27171090245246887,,,,,
32,9849,,0.2046666443347931,,7.549417091468058e-09,,0.05414580553770065,,0.2710627615451813,,,,
32,9899,,0.2070000022649765,,5.02057062590211e-09,,0.05406012386083603,,0.27070352435112,,,,
32,9949,,0.19866666197776794,,1.1828086954324135e-08,,0.05482564866542816,,0.2740030884742737,,,,
32,9999,,0.20000000298023224,,-1.8325625461557138e-08,,0.054941169917583466,,0.27318036556243896,,,,
