0,0,52.76449,17.04118,0.58463
0,1,20.52616,13.48380,0.69494
0,2,15.48992,12.31157,0.74127
0,3,13.27458,13.85655,0.72451
0,4,11.74394,15.06034,0.72307
0,5,10.79902,14.31435,0.73597
0,6,9.91360,16.93528,0.71461
0,7,9.22166,15.04519,0.73539
1,0,59.18545,10.64065,0.75704
1,1,24.68810,8.64810,0.80319
1,2,18.75244,8.00264,0.81941
1,3,16.38072,7.56009,0.83194
1,4,14.39579,7.92972,0.84183
1,5,13.28553,7.92375,0.84274
1,6,12.37800,7.37775,0.84413
1,7,11.60908,7.78750,0.84116
1,8,10.97734,8.13422,0.84127
1,9,10.46081,8.20206,0.84326
1,10,9.93192,8.42977,0.84866
1,11,9.47842,8.64372,0.84932
2,0,58.17884,8.57811,0.86436
2,1,25.30879,7.46353,0.84392
2,2,19.22538,6.37430,0.86172
2,3,16.62632,6.79242,0.85020
2,4,15.01764,6.34719,0.86078
2,5,13.78114,6.11068,0.86565
2,6,13.01080,5.74990,0.87406
2,7,12.18907,8.02610,0.83309
2,8,11.67786,6.29372,0.86197
2,9,10.95863,6.37460,0.86236
2,10,10.69338,7.68043,0.84200
2,11,10.08783,7.54778,0.84501
3,0,61.35326,7.28852,0.84355
3,1,26.46742,4.87464,0.89166
3,2,19.96863,4.42116,0.90763
3,3,17.41506,3.92857,0.91191
3,4,15.60266,3.91316,0.91541
3,5,14.39377,3.80239,0.91217
3,6,13.40623,3.59394,0.92101
3,7,12.68646,4.15475,0.91183
3,8,11.99445,4.07040,0.91161
3,9,11.43645,3.84067,0.91911
3,10,11.00501,4.08659,0.91433
3,11,10.56299,3.86901,0.91580
4,0,57.70469,11.72299,0.72309
4,1,22.80258,9.25058,0.77763
4,2,17.22053,7.86080,0.82081
4,3,14.93454,8.21751,0.81603
4,4,13.35568,7.63716,0.83693
4,5,12.16121,8.15836,0.82623
4,6,11.30061,7.67789,0.84038
4,7,10.66789,7.85572,0.83789
4,8,10.00350,8.48625,0.83128
4,9,9.37647,8.47746,0.83557
0,0,0.00000,7.33406,0.00000
