epoch,step,train_explained_var_uniform_epoch,train_explained_var_uniform_step,train_explained_var_weighted_epoch,train_explained_var_weighted_step,train_loss_epoch,train_loss_step,train_mse_epoch,train_mse_step,val_explained_var_uniform,val_explained_var_weighted,val_loss,val_mse
0,49,,0.19944824278354645,,-0.0005393375176936388,,0.10565807670354843,,0.21083848178386688,,,,
0,99,,0.007149145007133484,,0.01263238675892353,,0.10250592231750488,,0.20432543754577637,,,,
0,149,,0.012581021524965763,,0.017836658284068108,,0.10160409659147263,,0.20350301265716553,,,,
0,199,,0.004354662727564573,,0.024754902347922325,,0.10210482776165009,,0.20422674715518951,,,,
0,249,,0.008077523671090603,,0.06396199017763138,,0.09899894148111343,,0.19764921069145203,,,,
0,299,,0.018801014870405197,,0.09219568967819214,,0.09508101642131805,,0.18970011174678802,,,,
0,306,,,,,,,,,0.023273175582289696,0.0991792306303978,0.09461624175310135,0.18915648758411407
0,306,0.026981372386217117,,0.02696351520717144,,0.10237494111061096,,0.20474857091903687,,,,,
1,349,,0.03244425356388092,,0.11331406235694885,,0.09315314888954163,,0.18605375289916992,,,,
1,399,,0.039747461676597595,,0.12403322756290436,,0.09249953925609589,,0.1847887933254242,,,,
1,449,,0.045232631266117096,,0.1302335262298584,,0.09077690541744232,,0.18085625767707825,,,,
1,499,,0.05199574679136276,,0.14271071553230286,,0.08999012410640717,,0.17964965105056763,,,,
1,549,,0.0676049217581749,,0.15276692807674408,,0.08857397735118866,,0.177275151014328,,,,
1,599,,0.06669405102729797,,0.15050695836544037,,0.08817882835865021,,0.17618615925312042,,,,
1,613,,,,,,,,,0.07255592197179794,0.16338969767093658,0.08747193217277527,0.17435982823371887
1,613,0.04485219717025757,,0.13252559304237366,,0.09047812968492508,,0.18075808882713318,,,,,
2,649,,0.06627416610717773,,0.15884757041931152,,0.08750539273023605,,0.17428673803806305,,,,
2,699,,0.05650046840310097,,0.16234710812568665,,0.08813658356666565,,0.1757804900407791,,,,
2,749,,0.07959579676389694,,0.16342298686504364,,0.08719738572835922,,0.1739288717508316,,,,
2,799,,0.06988967955112457,,0.16117697954177856,,0.08670314401388168,,0.1726159304380417,,,,
2,849,,0.07598064839839935,,0.16530224680900574,,0.08649145066738129,,0.17283980548381805,,,,
2,899,,0.07805725932121277,,0.16373683512210846,,0.08696729689836502,,0.17335402965545654,,,,
2,920,,,,,,,,,0.08112213760614395,0.1705709993839264,0.08693526685237885,0.17331551015377045
2,920,0.0714639276266098,,0.16206404566764832,,0.08730722218751907,,0.1741061955690384,,,,,
3,949,,0.07845952361822128,,0.16670313477516174,,0.08645325899124146,,0.1727720946073532,,,,
3,999,,0.07847350835800171,,0.16943460702896118,,0.08692982792854309,,0.17350712418556213,,,,
3,1049,,0.08539576083421707,,0.1741766631603241,,0.08700349181890488,,0.17375963926315308,,,,
3,1099,,0.07272772490978241,,0.16858039796352386,,0.08753396570682526,,0.17406213283538818,,,,
3,1149,,0.07227843999862671,,0.17145556211471558,,0.08719529956579208,,0.17341060936450958,,,,
3,1199,,0.07810772955417633,,0.1685074120759964,,0.0867600068449974,,0.17289228737354279,,,,
3,1227,,,,,,,,,0.08534646034240723,0.17369475960731506,0.08664721250534058,0.17258566617965698
3,1227,0.07759270071983337,,0.1680268496274948,,0.08696232736110687,,0.17331549525260925,,,,,
4,1249,,0.06096561625599861,,0.16920068860054016,,0.08719228953123093,,0.17433716356754303,,,,
4,1299,,0.08225696533918381,,0.1703791469335556,,0.0854806900024414,,0.17026826739311218,,,,
4,1349,,0.0831204280257225,,0.17375068366527557,,0.08808767795562744,,0.1743624061346054,,,,
4,1399,,0.08021916449069977,,0.17202970385551453,,0.08727459609508514,,0.17390340566635132,,,,
4,1449,,0.07280053943395615,,0.1687038391828537,,0.08728340268135071,,0.17381764948368073,,,,
4,1499,,0.07331870496273041,,0.1736464500427246,,0.0870048850774765,,0.17350919544696808,,,,
4,1534,,,,,,,,,0.08799866586923599,0.1778596043586731,0.08657265454530716,0.1723080575466156
4,1534,0.08061912655830383,,0.1714756339788437,,0.08679775893688202,,0.17287905514240265,,,,,
5,1549,,0.08853563666343689,,0.17312513291835785,,0.08718051761388779,,0.1734759509563446,,,,
5,1599,,0.08446275442838669,,0.17333289980888367,,0.08687227219343185,,0.1733977496623993,,,,
5,1649,,0.07857804745435715,,0.17019662261009216,,0.08830027282238007,,0.17504043877124786,,,,
5,1699,,0.08499432355165482,,0.17388634383678436,,0.0859873816370964,,0.1712838113307953,,,,
5,1749,,0.08384990692138672,,0.17422708868980408,,0.08680695295333862,,0.17248813807964325,,,,
5,1799,,0.08184892684221268,,0.17407852411270142,,0.08662824332714081,,0.17296293377876282,,,,
5,1841,,,,,,,,,0.08727765083312988,0.17466549575328827,0.08660411834716797,0.17230375111103058
5,1841,0.08198785781860352,,0.17344646155834198,,0.08669983595609665,,0.17261409759521484,,,,,
6,1849,,0.07803024351596832,,0.1720815747976303,,0.08604870736598969,,0.17175309360027313,,,,
6,1899,,0.08104259520769119,,0.17554637789726257,,0.08664620667695999,,0.17364707589149475,,,,
6,1949,,0.08670821040868759,,0.175874263048172,,0.08667466789484024,,0.17237736284732819,,,,
6,1999,,0.07952692359685898,,0.1716328263282776,,0.08743686974048615,,0.17349760234355927,,,,
6,2049,,0.08561809360980988,,0.17699503898620605,,0.08588368445634842,,0.17125709354877472,,,,
6,2099,,0.08009567856788635,,0.17525023221969604,,0.08652202039957047,,0.1723434180021286,,,,
6,2148,,,,,,,,,0.09103453904390335,0.17999093234539032,0.08635594695806503,0.17187125980854034
6,2148,0.083373062312603,,0.1746782511472702,,0.0866447240114212,,0.17244718968868256,,,,,
7,2149,,0.0897570252418518,,0.17443549633026123,,0.08676139265298843,,0.1734609305858612,,,,
7,2199,,0.0778743252158165,,0.17352306842803955,,0.08720094710588455,,0.1734340339899063,,,,
7,2249,,0.04586770012974739,,0.17644847929477692,,0.08655403554439545,,0.17219792306423187,,,,
7,2299,,0.08639151602983475,,0.17665064334869385,,0.08685033023357391,,0.17210961878299713,,,,
7,2349,,0.08547133207321167,,0.17491385340690613,,0.08616728335618973,,0.17161542177200317,,,,
7,2399,,0.08316920697689056,,0.1729009449481964,,0.08577534556388855,,0.17120428383350372,,,,
7,2449,,0.09045344591140747,,0.1799689680337906,,0.08649704605340958,,0.17207694053649902,,,,
7,2455,,,,,,,,,0.08873491734266281,0.18014805018901825,0.08640725910663605,0.17191436886787415
7,2455,0.08393116295337677,,0.17562320828437805,,0.08658062666654587,,0.1723136305809021,,,,,
8,2499,,0.0878852903842926,,0.17741888761520386,,0.08646882325410843,,0.1723211258649826,,,,
8,2549,,0.07579853385686874,,0.17882844805717468,,0.0861029326915741,,0.1717771738767624,,,,
8,2599,,0.08189269155263901,,0.17349106073379517,,0.08668242394924164,,0.17193864285945892,,,,
8,2649,,0.08309216052293777,,0.17749717831611633,,0.08734595775604248,,0.17337647080421448,,,,
8,2699,,0.08577787131071091,,0.17515644431114197,,0.08654848486185074,,0.17132730782032013,,,,
8,2749,,0.08833044022321701,,0.17942456901073456,,0.08649047464132309,,0.1726900041103363,,,,
8,2762,,,,,,,,,0.0878007635474205,0.18003791570663452,0.08636758476495743,0.1718597710132599
